user_name,rating_star,date,comment,comment_likes
ℑ𝔯𝔳𝔦𝔫𝔤 🪽,★★★★,27 Jun 2025,"Catch F1 on IMAX if you can; the exceptional sound design alone will significantly elevate your cinematic experience.
A bit lengthy on the runtime, but I thoroughly enjoyed the exhilaration as the cars sped across the screen. The production design and stunt work were nothing short of impressive.
Brad Pitt infused the film with a compelling energy, perfectly embodying the seasoned cowboy race car driver archetype.
I have to admit, there's an undeniable thrill in watching fast cars that leaves me grinning ear to ear.",177 likes
Bryan Espitia,★★★★,26 Jun 2025,"Another dad movie spectacular, this is all shimmering lights, glossy images, and burning rubber anchored by sheer movie star charisma and a pulsing Hans Zimmer score. I’d be lying if I said I didn’t eat this kind of thing up like catnip. Plus, Kerry Condon!",176 likes
Joeyb100 🎬,★★★★★,07 Jul 2025,"This was peak! First off I knew I was going to enjoy this one as anything to do with fast cars I love but this was something else, the cinematography completely immersed you into the car as I’ve you were driving. I loved how fast paced it was sometimes with racing films the pacing can be a little slow taking you out of it but this was just perfectly paced, very high octane! The overall plot was just so good… more",117 likes
Jesse Snoddon,★★★★,02 Jul 2025,"""Don't treat yourself like shit. Plenty of other people will do that for you""*
Ruben Cervantes (Javier Bardem) convinces the very old for the sport Sonny Hayes (Brad Pitt) to drive on his Formula One team. Hayes' big personality clashes with rising star young driver Joshua Pearce (Damson Idris). The only thing standing in the way of winning is the conflict between them. 
As he's aged, Brad Pitt has really found his groove as a displaced, weathered protagonist who feels… more",117 likes
K Gray,★★★★,22 Jul 2025,"An exhilarating summer blockbuster deserving of being seen on the big screen. I was hesitant to watch for whatever reason but once I was finally seated, I could tell immediately from the opening sequence that this was something special. Between the talented director of Top Gun: Maverick, the musical genius of Hans Zimmer, and the natural coolness of Brad Pitt, it clearly has all the right components of being a top notch cinematic experience and I’m not sure why I… more",88 likes
mike_kamkin,★★★★½,07 Jul 2025,"простой в плане сюжета, но такой ахуенный киноэкспириенс я не испытывал очень давно
жёсткий респект косински и питту ❤️‍🔥❤️‍🔥❤️‍🔥",115 likes
Stiefe,★★★½,03 Jul 2025,"Der einstige Formel-1-Star Sonny Hayes, der nach einem schweren Unfall seit Jahrzehnten nur noch in niedrigen Rennklassen fährt, wird von seinem früheren Teamkollegen und heutigen Teamchef Ruben Cervantes zurück in die Königsklasse geholt, um gemeinsam mit Rookie Joshua Pearce das strauchelnde APXGP-Team zu retten.
Seit Kindheitstagen bin ich sportbegeistert und habe bis ins Erwachsenenalter quasi alles verfolgt, was durchs deutsche Sportfernsehen übertragen wurde. Dank des großen Stellenwerts, den die Formel 1 durch die Erfolge von Michael Schumacher innehatte, kam ich… more",116 likes
Max,★★★★,29 Jun 2025,"F1 is a high-speed thrill ride that uses classic sports movie tropes for a sport still new to most Americans. My first Kosinski since Top Gun: Maverick, and you can absolutely see the influence on this film.
As a casual F1 fan myself, I found it really interesting the ability to inject themselves into the current driver lineups and had so much real race footage to use. The authenticity is tested with small strategy errors, but I still found it very… more",175 likes
cine_matic 💢,★★★½,27 Jun 2025,"Had some mild interest in seeing F1 in theaters and I knew if I was going to, it would have to be in a premium format. 4DX was definitely the way to go here. Wasn’t a fan of the stupid flashing light effects, but the shaking seats, water effects and smell of burning rubber and grass added to the immersion. I just wanna know why they sprayed liquid that smelled like hot dog water during a scene at a nightclub…… more",169 likes
"-,’ isabella ’,-",★★★★,28 Jun 2025,,74 likes
Gerardo Fabre,★★★★,07 Jul 2025,"Joseph Kosinski once again managed to keep me glued to my seat and spend the entire film feeling excited, nervous, and happy. Despite being a director already well-established in the industry, I believe his recent films have achieved epic status with his near-perfect camera work. Hans's music gives the film an even more realistic atmosphere and makes the racing experience feel like pure adrenaline. The acting is solid, however, this film is so technically charged that the performances aren't the stars of the project.",116 likes
legolas,★★★★,07 Jul 2025,"I think this one might’ve just reignited the old flame I had for Formula 1. Years ago, I used to religiously follow F1 and MotoGP, weekends were all about the roar of engines and the thrill of competition. But somewhere along the way, that excitement faded. Until now. Until Joseph Kosinski brought the adrenaline, the chaos, and the raw speed of racing back to the big screen with a full-throttle jolt.
I genuinely have to give Kosinski his flowers for… more",116 likes
Todd Gaines,★★★★½,29 Jun 2025,"F1 is smack in the middle of my movie watching wheelhouse.
Talk about on the edge of my seat. F1 is fuckin’ cool as fuck. Brad Pitt and his 61 years of age command the screen as he talks just like his character in Once Upon a Time in Hollywood. F1 is like Top Gun with cars. 
F1 gets it. This is a movie that is filmed for entertainment purposes only. Badass to the bone. What. A. Ride.",167 likes
Cam Walsh,★★★★,29 Jun 2025,"Fast Paced, High Intensity - makes you feel like you're in the car with the drivers. Really fun time at the theater probably the most intense time we will have all year. Kinda cheesy sending this washed up fella into the race, idk anything about F1 but I know I'd wipe this MFer on the track. Kerry Condon is hands down the best, Damson Idris is fantastic and Javier Bardem is good too. Brad Pitt is not as bad as I think some people have said but he's definitely worse than everyone else here.
Full Review on Reeltok this week :)
78/100",170 likes
jwoomer93,★★★★,26 Jun 2025,"""We're the best in the world!"" - Sonny & Ruben",169 likes
AndrewC,★★★★,06 Jul 2025,"This might not hit quite the same euphoria as a Top Gun: Maverick or something, but F1 is still a superior summer blockbuster built off of having some of the best racing scenes in any film. The action is this is filmed and edited just as well as Joseph Kosinski's prior film, being so visceral and intense (especially in IMAX) that they qualify this to be one of the best action movies of the year. That stuff is so good… more",110 likes
Yogesh .,★★★★½,27 Jun 2025,"Dad , How lucky are you?.
Lucky enough to catch F1 on Big Screen, Son.
Brad × Zimmer × Kosinski × Claudio, Hands down to my best Theatrical Experience of the Year.",171 likes
Nathaniel Ochs,★★★★,09 Jul 2025,Incredibly freaking cool movie!!! I was completely locked in the entire time and what a rush. Just pure adrenaline pumping through the screen nearly the whole film. I also really enjoyed all of the behind the scenes looks the movie gave into the world of F1. I knew little to nothing about racing before this movie and now it has legitimately peaked my interest. All of the calculations and science behind a racing team are insane and you really see… more,113 likes
Haris,★★★★,29 Jun 2025,"I’m no F1 fan by any means — so maybe my level of enjoyment varies more than a fanatics would, but I thought this was generally a great example of a summer blockbuster done right. I thought the first half of this in particular was exhilarating and some of the best blockbuster filmmaking I’ve seen since Kosinski’s own Top Gun: Maverick. The sequences, in full 70mm IMAX specifically, were breathtaking and had me completely hooked. The film does end up… more",166 likes
slugggy,★★★★,28 Jun 2025,"Hope is not a strategy
This is the definition of a summer blockbuster - it's big, exhilarating, crowd-pleasing, and pure fun. If any movie deserves to be seen in IMAX it's this one, the racing sequences made you feel like you were in the driver's seat and at one point I looked around the theater and tons of people were gripping their armrests for dear life. There's nothing special about the story and it gets kinda hokey at some points… more",170 likes
Movies are good22,★★★★★,30 Jun 2025,,115 likes
Luke Bonanno,★★★,16 Jun 2025,"A movie with the word “Movie” in its title does not often inspire much hope. Most of the time, it’s a way of clarifying that a popular established property is now trying its hand at the feature film thing. Usually, that’s a television show whose makers are trying to cash in on an abundance of success, like Hannah Montana: The Movie. Sometimes, it’s Jason Friedberg and Aaron Seltzer putting together a parody whose lack of imagination extends to the title:… more",167 likes
i_z,★★★,08 Jul 2025,Ok I’ll bite… what’s Expensify,112 likes
Dennis11,★★★★★,27 Jun 2025,Brad has to Pit,169 likes
Albert,★★★★,28 Jun 2025,"“He’s flying”
Yeah me too",168 likes
Artjom Rodin,★★★★,04 Jul 2025,"как Тачки 3, только еще пизже и с Брэдом Питтом",110 likes
wade,★★★★½,01 Jul 2025,"“WE’RE THE BEST IN THE WORLD”
Bro this movie had my adrenaline running the whole fucking runtime I loved every second of it. This is the epitome of a high octane movie, Joseph Kosinski understood the assignment perfectly but we all knew he’d be the best director after Top Gun Maverick. Brad Pitt obviously my MVP he stole the show in my opinion and I already know Damson Idris is going to have a great career ahead of him, he… more",110 likes
Taha,★★★,27 Jun 2025,"F1 is like a racing car aiming to reach its goal, a machine with dozens of people working behind it. Sadly, the pilot doesn't take any risks either, just sticking to the safest route, just using shortcuts. It mostly spends its energy on dramatization rather than on races and breathtaking moments. The dramatization doesn't work either, because there is no soul in Pitt's acting, the script, or the directorial choices. They all know they are not giving their best and… more",167 likes
LeSchroeck,★★★½,20 Jun 2025,"A racing underdog drama produced as cleanly and excitingly as possible, which is clearly too long, is pushed across the finish line by likeable actors and a solid story, disses a little and otherwise does what it's supposed to: traditional US entertainment and advertising. I still enjoyed watching Brad Pitt win the team. There are better, but also considerably worse films in this field. And yes, Top Gun: Maverick on Wheels sums it up quite well.
===============================
Sauber und so… more",164 likes
Alexander ML,★★★★,20 Jul 2025,"Максимально драйвовый фильм.

Брэд Питт невероятен, во многом благодаря его крепким плечам фильм до конца сохранил свою «изюминку» и не потерял в интересе.
Зачастую в таком жанре кино есть проблемы с тем, чтобы порадовать хоть чем-то новым в сюжетном плане и этот фильм не поразил оригинальностью, история получилась базовая и это неплохо, так как в целом она работает и ближе к концу даже пробивает на эмоции.

Вообще не особо зацепила меня любовная история и этот недоантагонист, который если честно здесь… more",116 likes
alex,★★★★,12 Jul 2025,close enough... welcome back doc hudson and lightning mcqueen,116 likes
Bob Goochman,★★★★,06 Jul 2025,The first 15 minutes of this movie are proof that if they rolled with strictly classic rock and Hans Zimmer's score instead of a constant barrage of original songs that it would be nearing elite territory.,109 likes
Kyler,★★★★½,01 Jul 2025,"Sweet, now I can’t wait for him to meet Lighting McQueen and the entire talking cars universe…
Yes, I mean it when it should be like a crossover.",166 likes
lara 𐙚,★★★★½,02 Jul 2025,"this was absolutely amazing! the racing scenes were insane and super intense, you feel like you're right there on the track. and it's not just about the cars, they also really dive into the drivers stories, rivalries and all the drama going on
my dad couldn’t stop yapping in my ear about f1 and facts about it, so something i learnt is that lewis hamilton and max verstappen are basically the messi and ronaldo of f1 😪
i loved all… more",108 likes
Deathy,★★★★½,26 Jun 2025,"Score : 9.1/10 ✅
🖕
Nothing is more menacing than having an agent of chaos rewriting the rules at 300 km/h.
Just like in his last movie, Top Gun: Maverick, director and writer Joseph Kosinski demonstrates a certain finesse in making the impossible seem possible. When the focus is on articulating the importance of team effort — driving it home with a victory becomes the consequent choice.
And to get there, the simplest of stories about self-adversity and defying the… more",164 likes
𝐳𝐞𝐡𝐫𝐚𓆩♡𓆪,½,23 Jul 2025,"say what you want but brad pitt is such a good actor because in this movie you’d never guess he’s the kind of guy who’d strangle a child

the ending was written on the wall before the movie even started. a live action remake of cars(2006) that nobody asked for",85 likes
Elric Kane,★★★½,01 Jul 2025,Sometimes movies gotta movie.,109 likes
Arkoft,★★★½,07 Jul 2025,"After watching F1, I went to Chipotle, ordered tacos (soft flour tortilla with chicken, white rice, roasted chili-corn salsa, and romaine lettuce), ate some of the food, and got a paper bag so that I could eat the rest later.
Then, I went back home, played some Co-Op Missions in Star Wars: Battlefront II (2017), and watched an episode of Supernatural.",109 likes
The Saltburn Drainpipe,★★★★,01 Jul 2025,"Alright look, there’s a version of this film that’s totally laughable. Brad Pitt, in his sixties, getting behind the wheel of a Formula One car in the middle of an active championship season is pure fantasy. The kind of thing you’d expect in a parody sketch. And yet, here I am, fully bought in, loving almost every minute of it.
The story is as straightforward as you’d expect. Aging legend Sonny Hayes comes out of retirement to mentor a young… more",107 likes
𝐅𝐫𝐚𝐦𝐞𝐝,★★★★,28 Jun 2025,"“If The Last Thing I Do Is Drive That Car, I Will Take That Life, Man, A Thousand Times.”
Going into F1 as a massive fan of Joseph Kosinski’s last film, Top Gun Maverick, I certainly had high expectations. I’ll start off by saying that even as someone who’s not entirely tapped into Formula 1, this was just such an enjoyable film in all aspects.
F1 is an absolute visual spectacle in IMAX, filmed entirely from start to finish in… more",162 likes
Bens_MovieLens,★★★★,01 Jul 2025,"That is what you call ABSOLUTE CINEMA. Firstly just got to mention that there was a bug flying infront of the projector for the entire film which was so bloody annoying. Other than that, this experience was amazing. The film is generic and predictable as expected but wow was it fun. The racing sequences are electrifying and the sound was unreal, it literally felt like I was the one driving. The acting performances are great all round especially Brad Pitt… more",103 likes
tay 兎,★★★★,25 Jul 2025,Brad Pitt sempre chegando como uma Victoria's Secret na base,80 likes
cookie,★★★,25 Jun 2025,bottom line? friendship is everythinggg<3 i liked when the cameras did 180°’s – it’s ok to watch a movie purely for the custom car rigs and remote focus-pulling feats. even if it was made by a director whose obsession with getting the reaction shot of an entire ensemble (audience self-inserts?) means tacking on an hour to the runtime,159 likes
✨️ Pedro ✨️,★★★½,29 Jun 2025,"""If the last thing I do is drive that car, I will take that life, man, a thousand times""
Buena película, disfrutable para todo el mundo.
""F1 The Movie"" es una película pochoclera para pasar un buen rato y que hace que sus dos horas y media se pasen rapidísimo, con una historia predecible pero muy bien hecha, teniendo un trabajo detrás donde se nota que la hicieron con cariño.
Sinopsis: La leyenda de las carreras Sonny Hayes es convencido… more",155 likes
Bryan Howell,★★★½,08 Jul 2025,"My sister is an F1 fan who always wants to see her favorite racers racing and makes me watch them at least throughout the race. 
So after getting my experience with F1 the movie, she asked: Do you feel greatly experienced as an inspirational and meaningful way to gain your life? 
Me saying: Well, it’s practically like any inspirational retired big-name racer mentoring generational racers to not give up until they gain their responsibilities and goals for the team. 
So… more",104 likes
Ian Curran,★★★,02 Jul 2025,"F1 Reflections
I’ve had some time to reflect on my previous “villain problem” post, and I think what I was really bumping up against was the corporate synergy F1 is chasing, and the inevitable flattening effect that kind of strategy has on a film’s texture.
This is 100% a PG movie, and that’s not just about reaching a wider audience—it’s a byproduct of its corporate tie-ins. The PG rating isn’t the cause of the villain problem, but it’s definitely a… more",103 likes
rickyfonseca,★★★★,26 Jun 2025,"Pure adrenaline and very thrilling driving scenes, but not better than Speed Racer (2008). This was actually better than I expected. I'm not an F1 fan and this certainly was exciting enough to make me want to drive these cars.",156 likes
Patrick Tomasso,★★★½,24 Jun 2025,"Brad Pitt’s character lives in a van and showers at truck stops, but he dropped $800 on a pair of AirPods Max. This movie is actually about why our economy is failing.",155 likes
Reese,★★★★½,30 Jun 2025,"I honestly don’t get the hate this movie’s getting. Like… what more were people expecting?? F1 blew me away. It was intense, emotional, and just straight-up entertaining from beginning to end. Brad Pitt absolutely owned the role of Sonny Hayes, Damson Idris as JP was locked in, and Javier Bardem was the perfect guy to round everything out. The cast had amazing chemistry, and the way the film was shot—especially the racing scenes—made everything feel so real and high-stakes.
What… more",155 likes
nonô franco,★★★★½,03 Jul 2025,"Acho que acabei de assistir o blockbuster do verão americano.
É fenomenal. Sou suspeita pra falar, sou incrivelmente fã de Top Gun: Maverick (prestigiei esse 3 vezes no cinema em 2022), então, obviamente, tenho um carinho especial pela direção do Joseph Kosinski. E quando a equação envolve Fórmula 1, o resultado obviamente é ótimo.
Como fã do esporte, algumas coisas incomodam sim, mas nada que atrapalhe uma experiência completamente imersiva, do início ao fim. O primeiro ato merece atenção absoluta,… more",104 likes
Viren,★★★★½,27 Jun 2025,"I didn’t know I loved Formula 1 until now!
Wow, I did not expect this to hit me like it did. I’ve never really been into Formula 1, I didn’t grow up watching races, I don’t know the teams or the rules, but this movie pulled me in so fast, I felt like I was strapped into a cockpit by the end of the first act.
Brad Pitt is just magnetic. There’s something about the way he carries himself, he's… more",153 likes
kevintporter,★★★½,02 Jul 2025,"You know how they started putting those little disclaimers on old movies with ✨problematic✨ stuff in them like Gone With The Wind that say something along the lines of ""Hey y'all, obviously this is racist as fuhhhk but we're not gonna censor it because history is important""?
They should start doing that with movies starring actors credibly accused of bad stuff. Just a quick little title card before the opening credits that reads:
""Heyyy y'all, here's everything Brad Pitt has… more",106 likes
ash,★★★,07 Jul 2025,"More of a 2.5 but riding the high of those action sequences. The worst edited film of the year, some parts are damn near unwatchable and Kosinski is absolutely leaning into the Maverick playbook, and Pitt is coasting on his natural talent and doesn’t seem interested in playing anyone other than himself. Try harder, old man!",106 likes
Lynn Betts,★★★½,01 Jul 2025,"If you're the kinda guy who watches porn and fast forwards through the pseudo-drama and talking parts, then I have good news for you: this film is 90% action and 10% small talk.
Much like porn, this also runs on a loop for most of its runtime.
There's a breathtaking final sequence which gains it a whole extra star, and during which I wish I had been in an empty theater besides myself; it would have been perfection if not… more",103 likes
AClockworkCody,★★★★,24 Jun 2025,"I don’t know a thing about racing or F1, so going in I didn’t have the highest of expectations. However, watching this on an IMAX screen with a completely packed out theater was something special!",153 likes
Haunted Hippie,★★★★,18 Jul 2025,This is my live action Cars,105 likes
Brennan,★★★★½,27 Jun 2025,"Phenomenal! I loved just about every second of this movie. Last act had me guessing and my blood pressure rising!
I’ll be locked into everything Joseph Kosinski does from now on because with F1 and Top Gun: Maverick he now has 2 of my top 4-5 favorite movies of the 2020s
I have my personal rule that I mostly stick to on Letterboxd not giving 5 stars until I watch a movie for at least the 2nd time. F1 will… more",155 likes
SosaKnowsBall,★★★★★,10 Jul 2025,Hans Zimmer’s beautifully triumphant score lives rent free in my head.,103 likes
☆ sophie ☆,★★★★,04 Jul 2025,"+1 star for carlos sainz cameos 
-1 star for brad pitt and javier bardem not kissing :(
+all the stars for that banging hans zimmer score",103 likes
Yadier Ortiz ッ,★★★★,26 Jun 2025,"¿EL BLOCKBUSTER DEL AÑO? ¡Entérate aquí!
F1: The Movie (2025) dirigida por Joseph Kosinski, es una inmersión profunda que está en cada curva y frenazo. La película sube posiciones hasta la cima, con silencios tensos y risas genuinas en un circuito exigente.
La trama es simple y recurre a clichés, pero Kosinski los aprovecha con la ayuda de Brad Pitt. La acción se siente tan real que parece que estás guiando un Fórmula 1. Y solo imagina experimentarlo con la… more",154 likes
frmn,★★★★★,28 Jun 2025,"IMAX was already amazing… but 4DX? That’s a whole different beast. Absolutely WORTH IT.
Had to go watch it again just to feel what it’s like in 4DX—and nope, no regrets. Not even a little.
It literally felt like I was inside that damn F1 car. Every throttle, every turn, every overtake, every DRS boost, every crash—my seat was out here fighting for its life. Even the pit stops still had the seat shaking. When it was over, I was… more",148 likes
rinoa,★★★½,24 Jul 2025,of course hans zimmer knows the specific chord progressions i love and that make me the most emotionally invested in a story. the score absolutely fucked it was everything i wanted and more; challengers mixed with pacific rim — sports welded into man and the machine. the coolest most beautiful and intense racing sequences i am obsessed. TRON: legacy truthers have been fed.,77 likes
ansonlovesfilm,★★★★½,28 Jun 2025,"“Sometimes there's this moment when I'm in the car when everything is peaceful and no one can catch me. In that moment, I'm flying.”
Joseph Kosinski seriously knows how to boost his viewer’s adrenaline.  Every moment of this film was emotional, intense, and fucking insane.  The insane camera angles, crazy cuts to the heat of the race, the stunning cinematography, and the electrifying soundtrack bring this film together phenomenally.  There are so many so wonderful songs, especially Tate McRae’s Just… more",151 likes
Dan The Cinema Man,★★★★½,27 Jun 2025,"F1 just might the best movie of the summer so far. Ever since as I can remember, I would always had a guilty pleasure of seeing good old fashion racing movies and after seeing this, I would love to for movie studios to make more in the genre and this along with Ford V Ferrari is the top tier of racing movies.
Another thing I realized was the similarity between this & Top Gun Maverick as they are both directed by… more",154 likes
twan ⚡︎,★★★½,03 Jul 2025,Imagine being 60 and still cooler than every actor under 30 Brad Pitt different,103 likes
Viren,★★★★½,10 Jul 2025,rewatching in 4DX really helped me connect with the tyres on an emotional level.,99 likes
Ast,★★★★½,01 Jul 2025,"The cinematography is insane — it pulls you right into the races and makes you feel the adrenaline at full blast. Honestly, in those moments, nothing else matters except what’s happening on the track.
(+)  Brad Pitt, as always, is amazing — he never misses.",102 likes
MarMar,★★★½,25 Jun 2025,I was so locked in that me and body both decided to hold my pee in for the entire 2hrs and 36 minutes. Is this what watching Top Gun: Maverick feels like?,150 likes
Keith 🟠🟢🔵,★★★★,28 Jun 2025,"F1 has all the subtlety of a brick through a windshield. It’s practically screaming, “CLICHE-FILLED UNDERDOG STORY” every five minutes. But hey, I wasn’t exactly looking for some bullshit Oscar bait drama with an Aaron Sorkin script about the philosophy of racing.
I just wanted cars going VROOM VROOM, some spectacular wrecks, and Brad Pitt’s beautiful face plastered across a 60-foot IMAX screen.
And yeah… it did exactly fucking that. No complaints here.",151 likes
TheLudinator,★★★★½,27 Jun 2025,"“Hey, you lose that lead and I'll kill you.”
Forget Jurassic World, Fantastic Four, and Superman, because F1 is this year’s summer blockbuster. This film must be experienced in a cinema on the largest screen possible; it embodies the essence of cinema. It’s fast-paced, exciting, exhilarating, and so incredibly entertaining that you can’t help but smile as you leave the theater. The cast is outstanding, and while the plot is solid, the true stars of the movie are the formula… more",151 likes
Jacob Knight,★★★★,14 Jun 2025,"The obvious comparison is DAYS OF THUNDER to Kosinski's TOP GUN, but this honestly is more like the MIAMI VICE to that massive hit's HEAT. Two and a half hours of incredible photography (with Claudio Miranda somehow topping the exhilarating work he pulled off in MAVERICK); nothing but light glittering across speeding bodies of metal, as Pitt poses and pouts in front of massive IMAX cameras. Seriously, no major blockbuster in recent memory has looked quite like *this*: getting you… more",150 likes
Raphael Georg Klopper,★★★★,05 Jul 2025,"From after having strunken massive bazzilion dollars that set a post-pandemic industry resurrection with Top Gun: Maverick, and having the starting line of his next ambitious project set with another big senior veteran star sitted at the front seat and promissing yet another big studio heavy budget/real-stunts spectacle - just substituting the stage from marine jet pilots action blockbuster onto car racing sports movie; the only question that passed through my mind, before and after seeing this was: did Joseph… more",100 likes
👾Dylan👾,★★★★,24 Jun 2025,"Leclerc found ""checking"" in the Pitts",150 likes
Niraj⚡,★★★★½,25 Jun 2025,i feel like flying too🏎️💨💨💨,146 likes
Adam,★★★★½,27 Jun 2025,these F1 guys are good but wait until they see me tear it up on the gta racetrack.,149 likes
Alex,★★★★½,19 Jun 2025,"Everyone else came for Brad Pitt driving cars, I came for Kerry Condon looking fine as fuck.
Absolutely phenomenal movie. High octane, exhilarating, emotional, this hit all the beats. Hans zimmers score and the insane sound design had my ears BLESSED!
I’m not even of F1 or racing really but that final act had me on the edge of my seat locked the fuck in. Loved it.",146 likes
cinema excelsior,★★★★,04 Jul 2025,"My dad audibly gasped when Fernando Alonso said ""good job"" to Brad Pitt and that’s all you really need to know about this film.",100 likes
Tom Saunders,★★★★★,26 Jun 2025,"I want to write an in depth review, but I’ll keep it nice and simple for you.
Dad movies are sooo back!",145 likes
Columned,★★★½,25 Jun 2025,"Its like they took the bones of Top Gun Maverick and removed that Cruise charm but strapped those cameras to some of the fastest cars in the world with some nail-biting and thrilling races. Crazy how impressive this is technically, and by the end it finally remembers to hit you with that emotional core, but it takes a while to get to that point with the characters. The races are seriously jaw-dropping and there are plenty. Always found myself shocked… more",145 likes
Shuvon,★★★★,26 Jun 2025,"F1 is 100-mile per hour thrill—a classic sports movie in a new vehicle with lots of action & emotional flexing and the exciting world of Formula 1.🛣️🏎️
Cool cars with speed and an even cooler Mr. Brad Pitt🚀",143 likes
_modino,★★★★,25 Jun 2025,"If I had a pound for every time a Brad Pitt character lived in a motor home, I'd have £3. Which isn't a lot, but weird that he likes acting homeless",146 likes
lydia,★★★★½,25 Jun 2025,"Drive fast. 
Adrenaline pumping and enthralling scope on the exhilarating and high-stakes sport, Formula One. We fly seamlessly through tracks across the race season with the wretched and championship craving racing team, APXGP. The film tells a story of second chances, redemption, overcoming adversity and teamwork fixed with camaraderie. Each scene is visually pulsating through such a dynamic use of cinematography and sound. The seats were rumbling with the engines across high speed thrills. Hans Zimmer is a mastermind at… more",145 likes
KMeeks,★★★½,23 Jun 2025,"Appreciate so much how exciting it can be to watch cars go really fast and be really loud- nothing short of perfect when you’re in the moment. Also, Kerry Condon. The rest sort of feels like a feature-length episode of Ted Lasso with no Ted Lasso. Generic, predictable, cheesy, and simple. But that also means I’d watch it 1000 more times.",147 likes
MovieGoer20,★★★★,28 Jun 2025,"I was anticipating this movie ever since it was announced. Even though I am in no way a Formula 1 racing fan or even a race car fan in general, I knew that this film was going to make that seem like the most epic thing. I was a fan of films like Ford V Ferrari after all and this looked very similar in comparison. Brad Pitt being in the lead role was already a good sign but being directed… more",100 likes
debbiesalt,★★★,05 Jul 2025,"F1
I do it for…
— the win
— the trophy
— the fame
— the money
— the board
— the sponsors 
— my team
— my friends 
— my family
— the doubters
— myself
— that feeling
the Movie 
Clean adrenaline across a clean (and overly long) framework. A one-and-done spectacle I’m glad I experienced in IMAX. Sometimes it’s as simple as that. 
Mom: 3.5/5, heart
Dad: 3/5, no heart",98 likes
Rob Hill,★★★★,01 Jul 2025,"Is it dumb? A little bit, sometimes, yeah.
Is it a tad predictable? I thought so. Could be me.
Is it Hollywood-y? God yes, wow, so much.
But.
F1 is a blast. You're in the races, with charismatic leads, and Pitt giving a total movie star performance.
Hard recommend for the theater, especially if you can make it to the D-Box seats.",93 likes
Deckk,★★★,29 Jun 2025,"Doesn't matter that I didn't think it was that great; my father did, and this was the first time since Peter Jackson's King Kong — so yeah, twenty years ago — that we went to the cinema together.",146 likes
Joel Hilke,★★★★,25 Jun 2025,"Movie titles are a funny thing... but I can say with some assurance that there's no ESCape from F1. HAH! I kill me (when it comes to keyboard-based comedy). But seriously, the movie calls itself F1 and I have no idea what ""F1 The Movie"" solves as far as title descriptors go. What else could it be? F1 the Board Game?
F1 is about a losingest race team who hires a older driver (Brad Pitt) to work with their current… more",142 likes
lau ྀིྀི,★★★★★,29 Jul 2025,"Absolutely loved it, watch it at a cinema and was literally amazed, i’ve been in my F1 era for like a week and will certainly be for a long time honestly. (Also Joshua was so hot damn)",43 likes
JOMPATRON,★★★★,23 Jul 2025,- Three laps is a lifetime,75 likes
ItsMeShubham,★★★★,29 Jun 2025,"The story is gripping and the visuals absolutely stunning. The race scenes feel so immersive, it's like you're speeding down the track yourself",144 likes
Matthew Lewis,★★★★½,27 Jun 2025,"History doesn't repeat itself, but it does rhyme. When Tony Scott made Top Gun, it was a monumental success for him, Tom Cruise & Jerry Bruckheimer. Four years later these three same people would try to recreate that success with Days of Thunder, which swapped fast planes for fast cars to significantly less success.
Now in 2025, after Top Gun: Maverick became another huge success for everyone involved, the very same director - Joseph Krosinski - is tasked to make his… more",142 likes
Glen,★★★★½,25 Jun 2025,"I’m not sure if I really needed a two hour and 34 minute movie to tell me why F1 is better than NASCAR but hey, I’ll take it!",142 likes
Jake,★★★★½,27 Jun 2025,"Dammit, did this just make me an Formula 1 fan?
F1 was a wild ride, one of the best this year! Its always great seeing a packed theatre for a summer blockbuster and this was the perfect movie for it. Joseph Kosinski directs perhaps the most polished movie ive seen this year, loving his style after both this and Top Gun Maverick. The world of Formula 1 racing is so well realized, and it feels like the writers knew how… more",142 likes
Babis,★★★★,25 Jun 2025,"The high-speed racing sequences are masterfully staged, capturing the thrill and intensity of Formula 1 in a way that will leave you breathless. Hans Zimmer’s soundtrack is a standout element,  it heightens the tension and adds emotional weight to every scene without ever feeling overbearing.
The cinematography places you right in the cockpit, delivering a visceral sense of speed and danger. Kosinski manages to balance the precision of the technical aspects with the human side of the sport, exploring not… more",141 likes
sawah 🦖,★★★½,05 Jul 2025,Annoyed my brother because he was explaining F1 to me (i didn’t even know it was a different thing than NASCAR) before the movie and I just kept saying “oh so it’s like Cars (2006)” and he was like “no that’s more like NASCAR” and eventually I was like “ohhhh so it’s like Cars 2?” and he was like “actually yeah”,94 likes
The Cinema Boy,★★★★,09 Jul 2025,“F1: The Movie” is a smooth cinematic experience highlighting the prowess director Joseph Kosinski has at crafting immersive high quality knuckle clenching spellbindingly engaging experiences brought to film and meant to be seen on the largest screen possible in the best format available. It can’t be appreciated or overly acknowledged enough the talent and tact visually on display in executing high speed formula racing sequences here that place the audience in the drivers seat no pun intended quite literally and… more,92 likes
Chetan Sainath Mandali,★★★★★,01 Jul 2025,"This time it's totally about experience..
And I was FLYING..
Absolute 4DX Experience 🙌🏻
I was only dreaming about Sitting in an F1 car and Drivering it from past nights with a song playing in the Background
Lose My Mind
I had to watch this Film again to satisfy my soul..
2nd time Noo doubt absolutely loved itt ❤️",92 likes
