user_name,rating_star,date,comment,comment_likes
peskypaul,★★★½,15 Jul 2025,"🧨75%
🔙Opus🔙 
🔜Barry Lyndon🔜 
Still such a hard film to rate honestly, I will say the glaring problems are even more glaring on a second watch; the visuals.. holy fuck what a disappointment, and then the classic James Gunn comedy is drastically overplayed. Also took the kiddo to watch it this time, I knew he’d have a great time with it and he says it’s a 5*, no surprise there; he rates most movies 5* unless they are scary apparently. … more",291 likes
Sophie Holsinger,★★½,10 Jul 2025,"Pitch perfect casting wasted on goo goo gaa gaa shit. The interview scene is the only one that charmed me and even then I have a better version of it at home (in the 1978 version). Allergic to most of what is going on here, but at least it’s not gray + I’m not talking about you Mr. Terrific!",289 likes
MrPPeeps,★★★★,25 Jul 2025,"A far from perfect film for reasons I'll get into if that interests you, but the main thing is that ""Superman"" is fun! It gets the vibe, the tone and the character right in my opinion, and I think this is a really great, albeit imperfect start to this new-look DC. It could have been MUCH worse anyway.
(You can skip to the end if you don't want to see me ramble about what I liked and disliked)
The good… more",224 likes
brokebacker4ever,★★★★★,24 Jul 2025,That last kiss is something so crazy I tremble every time,233 likes
Sarah Genao (just2good),★★★½,11 Jul 2025,“Parents aren’t for telling their children who they’re supposed to be. We’re here to give you the tools to make fools of yourselves all on your own.”  ❤️,287 likes
liuska 𐙚˙⋆.˚,★★★★★,09 Jul 2025,i don't even know what to write holy shit i've got too many thoughts right now,286 likes
Arkoft,★★★½,11 Jul 2025,"Before watching Superman, I went to In-N-Out, ordered a number 3 (added grilled onions, while spread and tomatoes were removed), and ate my meal.
After watching Superman, I went back home, played some Co-Op Missions in Star Wars: Battlefront II (2017), and watched an episode of Supernatural.",290 likes
nic,★★★★★,09 Jul 2025,thank you god for creating david corenswet,286 likes
Joe Bro,★★★½,10 Jul 2025,"“And that is my greatest strength.”
I have a lot of thoughts but it’s very late so we are gonna do bullet points. 
-Often feels like it was written while James was watching a YouTube video called “how to fix the snyderverse” while Guardians Vol. 2 played in the background. 
-Needed at least another 10-15 minutes to let shit actually BREATHE instead of moving at a bizarre breakneck pace the whole time. 
-Everything with Clark, Lois, and Lex is a 5… more",286 likes
Lukinha Crispim,★★★★★,13 Jul 2025,"Esperança
Esta é a palavra que representa este filme.
Esperança por um futuro melhor para a DC, uma esperança que foi semeada no coração de cada fã, à espera de finalmente ver o maior símbolo do herói moderno.
A DC foi forte, suportando todos esses anos difíceis e sombrios, vivendo à sombra de outras produções por muito tempo. Mas se reergueu, assim como o Superman, que agora tem o filme que merecia.
Como é gratificante ver uma adaptação que se… more",288 likes
astro,★★★★,08 Jul 2025,I can die happy knowing that I have Nicholas Hoult as Lex Luthor.,281 likes
Alli,★★★★,16 Jul 2025,"A fantastic new superhero film, Superman shows the goodness of the man just as clearly as the epic action sequences and exciting characters. There is a lot of heart here! I loved the added element of the three new metahumans (plus the one metahuman cameo - hilarious) as well as the storyline involving his birth parents and adoptive parents. Lots of small tweaks that made for a great film. (read more here)",288 likes
Ryan Barton🤠🍿,★★★★★,12 Jul 2025,"Oh the MCU should be a bit worried after that. James Gunn is going to create something so special. 
IMO this might be the best movie he’s directed alongside Guardians 3. I loved the script and the visuals gave Superman that aura I’ve been begging to see on the big screen. I was a bit sceptical because Lex is not one of my favourite DC villains & Nicholas Hoult was by far not on my list of actors I’d want to… more",285 likes
Cellar Door L,★★★★½,13 Jul 2025,Now I'm full of hope and kindness. Thank you Superman.,286 likes
cob,★★★★★,10 Jul 2025,,280 likes
Mariotbl,★★★★★,09 Jul 2025,"En una sola película, se sintió más estructurado el universo DC que en todo lo que fue el DCEU.
Ninguno de los personajes defrauda (Krypto es la mejor incorporación desde que se anunció, y lo amo). Igual puede pecar un poco James Gunn de pensar que el espectador casual los conoce a todos, pero eso se pasa al poco tiempo de verlos en escena, porque están muy bien utilizados cada uno, y aunque son unos cuantos, realmente no le roban… more",279 likes
joe,★★★★★,20 Jul 2025,"“SUPERSHIT??! come on lois, you know that one *SPECIFICALLY* irritates me!!”
the smile that clark gives to lois after she tells him she loves him too makes me melt every time 🫠🫠",291 likes
coolguytim,★★★★½,12 Jul 2025,james gunn quite literally beat the shit out of the old dcu,286 likes
Fabian,★★★★½,07 Jul 2025,"Came wanting Superman, left wanting more Mr. Terrific. Look up, y’all. The DCU is finally here.",281 likes
JoshuaCaine,★★★★,15 Jul 2025,WELL I'M A PUNK ROCKER YES I AM!!! 🗣🎸,282 likes
bimbim,★★★★½,12 Jul 2025,damn that bald bitch was a professional hater,307 likes
Jesse,★★★★,11 Jul 2025,"James Gunn understood the assignment. The goal wasn’t to make the highest grossing superhero film of all time or one that had to be considered the GOAT. He simply had to remind people of the magic of DC Comics. This is the start of something truly grand. David Corenswet was born to play the Man of Steel and Rachel Brosnahan….
….might be my new favorite Lois Lane.",281 likes
Haunted Hippie,★★★½,10 Jul 2025,I don’t really care that Lois Lane got to kiss Superman that should’ve happened to ME,283 likes
Cris Parker,★★★★,18 Jul 2025,"After three viewings in theaters, I still walk out with a GIANT, happy, dumb grin! David Corenswet embodies Superman in such a perfect way. The full embrace of its comic book roots adds so much personality to the movie. Nicholas Hoult kills it as Lex—every little facial expression just oozes hate. Need me more Mister Terrfic! Dynamic fight scenes. I have my nitpicks, but I can overlook the film’s flaws because of how good it makes me feel. Well done, James!",288 likes
Dom,★★★★½,19 Jul 2025,I enjoyed it so much! My favourite superman film now. I wasent sure about seeing it in IMAX 3D but so glad I did. It looked superb with great depth and couple of shots that came out the screen. I love the BFI IMAX!,285 likes
lalith,★★★★★,13 Jul 2025,ONLY AN IDIOT WOULD STILL BACK SUPERMAN #SECRETHAREM #SECRETHAREM #SECRETHAREM #SUPERSHIT,284 likes
benoftheweek,½,12 Jul 2025,incredible,273 likes
thenotoriousjac,★★★★½,22 Jul 2025,"I’m not asking you to save my world, or my family, or any of that. Just give me your cousin’s number, Superman. That’s all I’m asking for. She’s bad as hell Goddamn.",214 likes
Adam Hlavac,★★★★,07 Jul 2025,"SUPERMAN soars with heart, heroism, and spectacle. David Corenswet brings warmth and sincerity to the Man of Tomorrow, and Rachel Brosnahan plays Lois Lane with incredible sharpness and humor. Together, they're electric. While the plot feels a little bloated at times, it’s clear that James Gunn understands these characters at their core and genuinely loves DC Comics, which makes me incredibly excited for the future of the DC Universe.",273 likes
nick ⚡️,★★★★½,07 Jul 2025,"#THEGUNNWASNEVERJAMMED
#DONTBRINGAKNIFETOAGUNNFIGHT
THAT’S SUPERMAN",275 likes
Edwin 🦦,★★½,10 Jul 2025,"It pains me to say that I did not like James Gunn’s Superman at all. I’ve been looking forward to watching this movie for a while, mainly because I wanted to see what approach they would take and how it would compare to Zack Snyder’s more serious and darker tone. In the end, it left me feeling empty, disappointed, and uninspired. 
What really stood out to me was how ridiculous this movie felt. It honestly gave me Thor: Love and… more",276 likes
Jake Petroski,★★★½,10 Jul 2025,"James Gunn doesn't miss when it comes to comic book movies. Just a really fun, easy-to-like movie and a great start to what is hopefully a lot better of a DC universe than the old one. David Corenswet is perfect as Superman and Nicholas Hoult is even better as Lex Luther. He was moving like a D1 hater in this. The rest of the supporting cast is great. 
I think it's definitely still a little messy and tries to handle… more",276 likes
EvanAC,★★★,09 Jul 2025,"3 seconds ago, EvanAC posted his Superman review.",272 likes
Sean Gilman,★★★★,26 Jul 2025,"I dig how it builds this whole vision of the world out of the conflict between seeing the way we interact with animals (and each other) as a matter of capitalist ownership versus a symbiotic mutual aid relationship. Luthor traps those he sees as lesser beings in cages, material to be exploited for his own gains. The innocent people of Metropolis take pains to bring their cats and turtles and dogs with them when they evacuate the city. Superman doesn’t… more",168 likes
Bruno,★★★★½,12 Jul 2025,"“I’m goddamn Mr. Terrific.”
The gunn most definitely did not jam. What a film, what a time to be alive. James Gunn just gets it, he understands comic book filmmaking and delivers in every aspect of it. By no means is it perfect, a flawed film for sure but it rocks so fucking hard and I had the time of my life with it. This film reminds us why Superman matters as not only a character but as a person.… more",211 likes
♢ 𝙷𝚊𝚛𝚕𝚎𝚢 𝚀𝚞𝚒𝚗𝚗 ×͜×,★★★★,14 Jul 2025,"Yeah yeah.. David CorensWETs us all by his blazing eyes.. but man am I still obsessed and loyal to my ex...? .... Ex-Superman.
#supershit <3",275 likes
Dan McCoy,★★★★½,13 Jul 2025,"Exactly what I needed right now. 
I know it's necessary for plot expediency, but I think it's hilarious how much the people of Metropolis are ""Springfield from the Simpsons"" levels of being one nudge away from turning into an anti-or pro-Superman mob at any moment.",273 likes
ash,★★★★½,11 Jul 2025,"Here, superman saves a squirrel from getting crushed and that's the kind of hope, love and compassion that the character stands for.
I have always found live action superman's a bit bland, but not here, this is as human as a Superman can ever be and yeah that's contradictory but it just puts forward humanity and the idea of being human so well. He gets hurt, he screws up, he makes mistakes, he gets sad, he gets pissed and also… more",261 likes
alice moody,½,11 Jul 2025,"do you know how bad a movie has to be to have Skyler Gisondo and surprise Bradley Cooper and i still fucking hate it? like, astronomically terrible. i lost all charitability in Gunn as a filmmaker after i saw Super (2010) and, despite going into this with a relatively open mind, he continued to prove my assumptions right. some of the most repugnant visual sensibilities in the game, replete with grand swirling camera movements and cutting everything within an inch… more",266 likes
razvanfilms,★★★½,20 Jul 2025,"I had good expectations for this new Superman, and thankfully, they were met. The film takes a clear step away from Zack Snyder’s darker vision, opting for a more grounded and human approach.
James Gunn brings a confident and thoughtful direction to the project, blending emotion, charm, and spectacle while staying true to what makes the character timeless.
David Corenswet delivers a heartfelt, honest performance as Superman, one that truly deserves praise. Nicholas Hoult also shines as Lex Luthor, embodying… more",274 likes
Hailee__,★★★★★,04 Jul 2025,Lex Luther has a luscious bald head.,262 likes
clementine,★★★½,16 Jul 2025,the fake netanyahu 💀,273 likes
Dale Ranger,★★★★,13 Jul 2025,"So, Mr Terrific needs his own film!

When you put James Gunn in the driving seat you’re pretty much guaranteed gold.
This delivers.
Superb!
Starting off filling you in on the backstory of what has already occurred. No need to show the origin story. We are straight into the fray. 
A battle lost, Superman is damaged. He needs to recoup and recharge and get back into the fight.
All Gunns Blazing straight away.
Introducing new characters like Mr Terrific (who… more",260 likes
Hamad,★★★★,11 Jul 2025,"Your choices, your actions, that's what makes you who you are.
I don’t know how long I’ve been begging for a Superman film to actually be a Superman film, but James Gunn did it. This is the character I fell in love with growing up. Filled with hope, charm and most importantly—humanity. An alien immigrant teaching the world how to be more human has always been his most signifying trait. I can’t say I’m without any complaints—30 mins of fleshing…
more",262 likes
Linky,★★★★,13 Jul 2025,"This is exactly what we need right now.
P.S. Lego Batman would have closed the rift with the power of abs (he has a 9 pack)",266 likes
Adam Putra,★★★★★,09 Jul 2025,"Just rewatched this in 4DX and I never came so hard! Still feels warm, funny, bombastic, and a satisfying experience overall. Perhaps it was meant to be seen in this format. Nicholas Hoult as Lex Luthor is cruel as fuck. Pure joy and simply fantastic. Krypto, I will fuck everyone who messes with you. I will say it again: Superman is mind-blowing and David Corenswet is hot. That's it, welcome to my ""peak CBM superhero"" list. Snyder incels and haters… more",263 likes
𝐅𝐫𝐚𝐦𝐞𝐝,★★★★½,11 Jul 2025,"“They've Always Been Wrong About Me. I Love. I Get Scared. But That Is Being Human. And That's My Greatest Strength.”
Going into Superman, I was extremely excited by its already positive word of mouth, and it was all justified as I walked out with the biggest smile on my face. James Gunn’s Superman is an absolute blast of a time and, with his unique vision, the result is one of the best, if not the best Superman film to… more",260 likes
Matheus Dias,★★★★,08 Jul 2025,"Nota: 8/10




Amazing movie with good figths and the superman is hope",262 likes
𝐍𝐚𝐯,★★★★,15 Jul 2025,"“𝑰’𝒎 𝒏𝒐𝒕 𝒎𝒆𝒔𝒔𝒊𝒏𝒈 𝒂𝒓𝒐𝒖𝒏𝒅. 𝑰’𝒎 𝒅𝒐𝒊𝒏𝒈 𝒊𝒎𝒑𝒐𝒓𝒕𝒂𝒏𝒕 𝒔𝒕𝒖𝒇𝒇.”
I’ll start off by saying I’m not really that big on Superman (I’m more of a Batman kinda guy), honestly I’m not really that huge on superhero films in general but this film was great. The film has a more balanced tone to it, I also really liked how they rehumanized Superman, they gave him real emotional vulnerability. There were a lot of great acting performances also, Nicholas Hoult was incredible as… more",263 likes
the uzhi/mari spot ❤️‍🩹,★★★★½,15 Jul 2025,"Wholehearted fun across-the-board, got a great cast & visual identity, cool set pieces and it’s a beautiful portrait of the character as a whole. A heartwarming experience that made me left inspired of positive emotions, and that's everything that should be depicted in a Superman flick. In a world full on the negative spectrum, this is a ray of sunshine much needed. Perfectly imperfect, being pretty superficial, doing too much groundwork, having an unconventional narrative approach, and more stuff that could… more",273 likes
Barmilliv,★★★★,15 Jul 2025,"James Gunn entrega uma visão de Superman que dialoga diretamente com o espírito de 2025, não como um salvador idealizado, mas como um símbolo autêntico de esperança em tempos marcados pelo sarcasmo e pela descrença generalizada. David Corenswet assume o papel com uma boa atuação, revelando camadas de fragilidade e humanidade que tornam seu herói mais próximo e tocante. Nicholas Hoult, por sua vez, é um espetáculo à parte: cria um Lex Luthor cheio de charme sombrio, manipulador e hipnotizante,… more",265 likes
Justin LaLiberty,★★★½,10 Jul 2025,"great, not just because it will inevitably upset conservatives, but because Gunn knew that it was nigh time for one of these to feel like Lois & Clark ",260 likes
ginebra,★★★★,28 Jul 2025,por qué nadie me avisó que la mismísima isa tkm actuaba en esta película,135 likes
𐂂,★★★★★,10 Jul 2025,"REAL CINEMA IS BACK — SUPERMAN SAVES THE DAY!
the second the first trailer released and i cried over it, i knew this movie was gonna be so insanely special AND I WAS RIGHT. i don't want any crazy lunatic anti-superman people to come at me or just any dc fanatics in general — immediately saying i have not watched a single superman movie except for this one right now, i was always a marvel geek instead!
SUPERMAN WAS INCREDIBLE.… more",258 likes
Movies are good22,★★★★★,10 Jul 2025,,257 likes
Gilby C. III,★★★½,10 Jul 2025,"“That haircut should be against your vows.”

From the very beginning, you find yourself drawn into a vibrant new world filled with established characters and lore. It can feel overwhelming at first, but as the film progresses, you begin to settle in. The pacing was a bit rushed, and I wished for more time to explore certain emotional moments and character development. One could argue that James Gunn pulled a Taika Waititi in regard to the over the top cartoonish… more",262 likes
basty2049,★★★★½,25 Jul 2025,"I've always wrestled with the question of who my favorite comic book character is. While the debate usually revolves around Doctor Doom, Moon Knight, and Batman, it's always been Superman who ultimately rises above the rest. Ever since I read All-Star Superman, I've been captivated by the depth of the character. After more than a decade of disappointing portrayals that dulled his image, we finally get a faithful and playful adaptation that brings him back to life on the big… more",205 likes
Jack Manifold,★★★★,12 Jul 2025,Lex Luthor Best Aura Moments Compilation,259 likes
anthonyjrcorea,★★★★½,07 Jul 2025,"""Being kind is punk rock""
It's against the grain to be kind and nice in this day and age. Superman captures what it is to be human and staying true to yourself.",254 likes
Anna🍓,★★★★½,17 Jul 2025,"We are finally rid of Snyder's brooding characterisation and actually back to your friendly neighbour Superman.
This film at it's core is so genuinely what the character is supposed to be that i'm astounded it took us so long to get back here. Gunn has really blown it out the water with this film. I've had no major feelings on him until this moment and now I cannot commend his skills as a director and writer enough. (Be prepared to… more",252 likes
joe,★★★★★,16 Jul 2025,"“no boundaries”  😭
“krypto, what the hey dude!”
 kindness is the real punk rock.",261 likes
Marcos,★★★★,08 Jul 2025,Superbasadoman la película es anti sionista let’s goo,250 likes
Booligan 🛸,★★★★,10 Jul 2025,"Superman: “I'm as human as anyone. I love, I get scared. I wake up every morning and despite not knowing what to do, I put one foot in front of the other and I try to make the best choices I can. I screw up all the time, but that is being human. And that's my greatest strength.”
I can’t wait to see this in theaters again! I’ve never been very into Superman as a character, but this movie finally… more",160 likes
André Grochovski,★★★★★,12 Jul 2025,"With James Gunn at the helm, it seems like it's easy to make a perfect comic book movie. What a flawless launch for the DCU! The superhero genre isn't just back, it's been reborn. Wouldn't want to be Marvel right now...",249 likes
vasili,★★★★½,10 Jul 2025,henry cavill accidentally took the substance and david corenswet was born,253 likes
Geesuss,★★½,14 Jul 2025,"Neither a massive failure nor an enthusiastic triumph: James Gunn is able to make Superman soar under his irreverent wings and easy to connect with this current generation even at the cost of underusing its central character to his fully potential or betraying his aura and mythology to some extent. That said, those final minutes with Iggy Pop’s ‘Punkrocker’ are masterful and emotional.
***
Ni un fracaso masivo, ni un éxito entusiasta: James Gunn logra hacer volar a Superman bajo… more",248 likes
euforico,★★★★,28 Jul 2025,"""I'm as human as anyone! I love! I get scared! I wake up every morning and despite not knowing what to do, I put one foot in front of the other and I try to make the best choices I can! I screw up all the time! But that is being human! And that's my greatest strenght!
because a true superhero is one who with love and kindness fights for his people and for the minorities.
and there's nothing more punk rock than being kind and respectful to others!",162 likes
Movie Media,★★★★,12 Jul 2025,"A jaw dropping injection of hope that is sure to put a smile on your face. James Gunn’s Superman may be convoluted and it might over-rely on exposition at times, but the final product is so good that those slight negatives all seem to find a way of fading from your memory by the time the credits roll.
The Good: It would almost be easier just to stick with what isn’t! The cinematography and the special effects departments deserve a MASSIVE… more",245 likes
gusta,★★★★,27 Jul 2025,"""i'm as human as anyone. I love, I get scared. I wake up every morning and despite not knowing what to do, I put one foot in front of the other and I try to make the best choices I can. I screw up all the time, but that is being human. And that's my greatest strength."" –Superman
confesso que não estive em nenhum momento ansioso para ver este, mas me surpreendi em alguns aspectos. no começo do filme, achei… more",151 likes
slugggy,★★★★,11 Jul 2025,"Your choices, your actions, that's what makes you who you are
When I was growing up my favorite DC era was the Silver Age. I loved the weird stories and superheroes, the bright and vibrant costumes, and the general sense of fun and goofiness that accompanied it. Watching this movie felt like seeing that era of comic books come to life. This might be the most unabashedly 'comic-booky' superhero movie that I've seen and its earnest and fun tone was… more",244 likes
cine_matic 💢,★★★★½,10 Jul 2025,"[Superman Ranked]
[James Gunn Ranked]
The godfather of all superheroes. The king of DC. When the world needed him most, he returned. It’s really not saying much, but this is the best Superman movie that we’ve ever gotten. The title card homage was perfection. Just one of the many times that this film gave me major chills. Guess I should start off with the performances. Everyone was incredible across the board and I truly mean that. David Corenswet IS Superman.… more",244 likes
CinemaCollect,★★★★,08 Jul 2025,"James Gunn manages to create something unlike anything else done before as an origin for Superman. He trusts the audience to fill in the blanks as the film throws you right into it. It's visually stunning, the music & actions rocks, the performances are extraordinary. We are in good hands with the start of this new universe.
Full Review
2025 Movie Ranking",242 likes
BenDavid Grabinski,★★★★★,11 Jul 2025,"John Williams theme (FRIDAY NIGHT LIGHTS remix)
Zero complaints except I needed way more Daily Planet. Didn’t realize how much I loved Beck Bennett until he showed up.",241 likes
Daniel's Productions,★★★½,12 Jul 2025,"The climax does what Lego Batman did just without the meta table aspect
I have barely seen any live action superhero movies and while I'm sure some are good, I don't feel like I have missed that much through this gap. I wasn't planning on watching this but the trailers looked pretty good both visually and in some aspects of the story. Aswell as the place this has as the start of a new universe rather than connected to several… more",248 likes
Bradlee Fleagle,★★★★★,10 Jul 2025,"“Hey buddy, eyes up here.”
A breath of fresh air for the DCU. This movie delivers in the origin story of Superman. David Corenswet really shines in this role. You’ll see his transition of Clark Kent to Superman. Each one of the “Justice Gang” members are all so cool/dynamic. I love Mr. Terrific he was a really outstanding character & gets an awesome action scene. The scene went so well with the “fun” song and it is still stuck in my… more",235 likes
frejaoneill,★★★★½,11 Jul 2025,AHHHHHHHHHHHHHHHHHH,238 likes
Brendan,★★★★,28 Jul 2025,"THE MAN AND HIS BEST FRIEND Krypto I really liked the movie more than I thought. I loved that one monster that I wish we got to see more of. I wasn't a fan of the romantic side of it, but I still loved Krypto's tricks to helping Superman. I HATE HOW Nicholas WAS BALD. 😭😭",109 likes
vittor,★★★★,27 Jul 2025,"— your choices, your actions, that's what makes you who you are.
o filme tá lindo! krypto é uma fofura que rouba a cena o tempo todo, fez tudo e mais um pouco, amo esse cachorro. algumas partes são um pouco cansativas, mas nada que estrague. visualmente é impecável, tudo bem pensado. e a trilha sonora é muito foda. a reta final foi o que mais me empolgou, com ação e emoção que funcionaram bem.
ranking all new 2025 movies",145 likes
Trevor,★★★★½,14 Jul 2025,"The Superman film we’ve been waiting for but we didn’t even know it. Being kind and doing the right thing is punk rock. Great start to the DCU theatrical kick-off. 
We covered this movie as part of Project Superman, our podcast’s ongoing project to watch every live-action theatrical Superman movie. 
Listen on Spotify
Listen on Apple Podcasts
Listen on YouTube ",236 likes
Lexi 𐙚,★★★★½,11 Jul 2025,Would die for Krypto dog but also would die to be in his place. Also jealous of Lois for witnessing how cool Mr. Terrific is and being able to kiss Superman while flying. Hawkgirl is so real cos I’d also just kill these evil mfs.,237 likes
𝐦𝐢𝐥𝐥𝐢𝐞⸆⸉,★★★★½,15 Jul 2025,"""you think everyone and everything is beautiful.""
⋆˙⟡""maybe that's the real punk rock.""⋆˙⟡
─────୨ৎ─────────୨ৎ─────
this movie was so colorful.
even a spark of hope can light up the room.
when hatred and cruelty is mainstream, kindness
and empathy are symbols of rebellion.
─────୨ৎ─────────୨ৎ─────
david corenswet, please save me🧎‍♀️
he is a perfect superman. the role suits him so
well and his performance was phenomenal.",236 likes
Johnny2Cellos,★★★½,12 Jul 2025,"Can’t believe I’m saying this but I needed this to be like 30 minutes longer and 20% less comic booky.
When it hits it HITS tho.",235 likes
ℑ𝔯𝔳𝔦𝔫𝔤 🪽,★★★★★,10 Jul 2025,"James Gunn has a passionate understanding of comic books and how to shape them effectively to the silver screen. The first 20 minutes of the film had me both enthralled and exhilarated, eliciting an insane amount of goosebumps. The design for the Fortress of Solitude is freakin' majestic!
I absolutely loved the reimagined theme of the iconic classic, which was cleverly integrated into the film's most poignant moments. It's a genuine representation of hope.
David Corenswet truly embodied the role… more",238 likes
homoah,★★★★,07 Jul 2025,finally a superman who’s silly and also fucks,233 likes
Mister Cap,★★½,10 Jul 2025,"ENGLISH VERSION below
James Gunns „Superman“ – und wieder eine Hoffnung weniger
Ich hab mich wirklich auf James Gunns „Superman“ gefreut. Richtig gefreut. Neues DC-Universum, frischer Look, neuer Darsteller, ein Hund mit Cape – was sollte da schiefgehen? Tja… jetzt sitzt er da. In meiner Liste der großen Enttäuschungen 2025. Neben Mickey 17, dem letzten Mission: Impossible und der Formel-1-Mittelspur von AppleTV. Immerhin: gute Gesellschaft.
Dabei hätte der Film ja Potenzial gehabt. David Corenswet als Clark Kent – sieht aus,… more",225 likes
Deathy,★★★★★,11 Jul 2025,"Score : 9.5/10 ✅
-Luther, your obsession with me is getting a little creepy.
Vividly unbelievable. Heroically phenomenal.
I've just realized that James Gunn has been the only (or, at the very least, the more consistent) director wearing the superhero cape by delivering banger after banger since the first Guardians of the Galaxy movie, and we didn't even take the time to say Thank you. The guy has a detailing flair for making superhero movies amazingly larger-than-life, defensively preoccupied, offensively… more",232 likes
Yogesh .,★★★★,11 Jul 2025,"There's this scene in the movie (don't want to Get into the Commentry it offers) where a kid in Jarhanpur doesn't flee unlike others when Boravia marches in with its powerful militant group. Instead, he hoists a flag with the Superman symbol and starts Bawling 'Superman, Superman...' . That's hope, that's Superman. That's sums up the Film. It's one of those moments that Fullfills everything I want from a superhero film. Sexiest Film Composition. Sexiest Superman Film. Chin up James Gunn.",232 likes
SupremeLemon (지존레몬),★,10 Jul 2025,"Superman unfolds less as a triumph than as a symptom, one whose failures reveal the conditions of its own emergence. Not merely cinematic ineptitude, it serves as an index of the industrial-ideological machinery that shapes blockbuster production. The film demands diagnosis rather than admiration: it crystallizes the franchise logic saturating contemporary cinema. Reboot cycles, serialization, and universe-building bureaucracies suppress singularity beneath the relentless flow of branded circulation. This is no mere age of the superhero but a moment when cinema… more",221 likes
hoover,★★★★,19 Jul 2025,feels kinda good to gaf about a super hero movie again cheers! @jamesgun,236 likes
Jaime Rebanal 🇵🇸,★★★★,11 Jul 2025,"James Gunn forgoing a Superman origin story and dropping into the middle of his arc might be one of the most inspired choices for a start of a new superhero franchise. Mostly because I think that the superhero origin story is far too played out at this rate, but the iconography surrounding Superman, like any famous superhero, is far too ubiquitous to have no clue what's surrounding himself. Gunn places a great deal of trust in his audiences that the… more",233 likes
Kylo,★★★★,10 Jul 2025,David Corenswet. I don’t know where to look.,232 likes
movie_mania4k,★★★½,10 Jul 2025,"7/10. Optimistic, overstuffed, hopeful, underdeveloped, humorous, and filled with some atrocious CGI.
James Gunn has done a good job at bringing back the hope and optimism in the Superman name. I was grinning at the nostalgic feeling of watching a Saturday morning cartoon. It embraces the wacky sci-fi and goofiness. Sometime a little hard on the corniness. But this is a type of film that the world desperately needs right now.
Nicholas Hoult (The Garfield Movie) plays a cold, ruthless,… more",239 likes
celso,★★★★★,14 Jul 2025,"Brilliant film! When it got to the final scenes and I realised it was about to end, a smile of happiness spread across my face, as if I were a child — that pretty much sums up my experience with this Superman.
DC may not release new stuff all the time, but when they come out with a promising project, they deliver something perfect. That was the case with The Batman, and now again with this Superman.
The plot is… more",232 likes
Chris Evangelista,★★★½,07 Jul 2025,Did not expect to like this as much as I did.,224 likes
Dale Ranger,★★★★½,21 Jul 2025,"Second time around it was even better.
I knew what I was going to get, I sat right up the front and enjoyed it immensely.
Krypto is so much fun and as I said. Mr Terrific needs his own film!
James Gunn is so great at putting these worlds together. I can remember seeing Guardians of the Galaxy in the cinema and it being such a change in all the previous Marvel films.
He's got his own unique way of… more",173 likes
kailey,★★★,11 Jul 2025,"a bit all over the place with this one, which makes sense because the movie is kind of all over the place too. crystallized the difference between a good adaptation and a good well...movie for me as well. gunn clearly gets superman, gets the comics that birthed him, gets the iconic mythology and what he is meant to represent. not convinced that all the love and affection bleeding off the screen successfully translates to a film that works on its… more",225 likes
legolas,★★★★½,24 Jul 2025,"I kept asking myself why the hell we need another Superman film in 2025. Like seriously, how many times do we have to watch Krypton blow up and see baby Kal-El crash-land in Kansas? But funny enough, that skepticism started to melt away pretty quickly in the film’s opening act. Because thankfully, this isn’t another drawn-out origin story or myth-building session, the film knows we get it. It skips the ceremonial fluff and dives straight into what Superman means today,… more",173 likes
JosephK,★★★★½,16 Jul 2025,"Your choices, your actions, that's what makes you who you are
At this point I felt like I was the last person on Letterboxd to see this.
I went in with the highest of expectations and thought I would be let down, but I honestly couldn’t have asked for a better Superman film. Perfectly cast, well written and James Gunn directed the hell out of this thing. I felt like a kid again with a big smile on my face… more",226 likes
N3V3RW00RLD,★★,13 Jul 2025,"Idk man we probably should just completely abandon american culture for our own sake, we really dont even deserve the right to pretend shit like this is good like its image as a product isn't entirely propped up by the american exceptionalism of having consumed, much less praise its contemporary culture comentary as brave or exceptional when faced with the reality of our world, in that its a motionless action masquerading as a solvent for our witnessed problems. My brother kept farting in the theater",227 likes
SiddhantAdlakha,★★★,9 Jul 2025,"There's a lot riding on James Gunn's Superman, both as a reboot of DC's movie universe and as the world's reintroduction to the Man of Steel. It's fitting, then, that its closest analog is Star Wars: The Force Awakens, Disney's ambitious 2015 relaunch of a galaxy far, far away. Like The Force Awakens, Superman similarly leaves plot threads dangling in mid-air, but papers over its flaws by moving at a million miles an hour and centering a charismatic cast.
On… more",221 likes
Britt,★★★★½,08 Jul 2025,lex just mad because he’s not part of superman’s secret harem,224 likes
eerie,★★★★★,12 Jul 2025,"James Gunn just redefined DC. It's Divine Cinema now, babes. 2025 will be remembered as the year hope wore a cape again!",226 likes
Max,★★★½,13 Jul 2025,"Superman restarts the DC comic book movies and a much brighter vision compared to previous entries. James Gunn is the writer/director and you can feel his fingerprints all over it; whether that’s the quippy dialogue or storytelling with both over the top in action but rooted in interpersonal relationships.
Corenswet and Brosnahan were both excellent and I think the two of them have legitimate chemistry in their scenes together. I also thought Hoult was very effective in more of a… more",220 likes
twan ⚡︎,★★½,14 Jul 2025,I loved watching superman say fuck israel for the whole movie,224 likes
